#	Observing Date = 2023-05-03
#	Observatory = LOAO
#	-18 deg sunset = 20:35
#	-18 deg sunrise = 04:04
#	Moon ra, dec = 12:19:53   +00:40:50
#	Moon phase = 0.9
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |      dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) | weight |    note |
| MS230429c | 11:19:06 | 72:55:26 |    14:50 |       20:58 |   03:11 |          59.87 |  0.178 |   33657 |
| MS230429c | 11:19:25 | 72:45:03 |    14:51 |       20:58 |   03:10 |          59.74 |  0.137 |   31119 |
| MS230429c | 11:21:41 | 72:49:58 |    14:52 |       21:01 |   03:13 |          59.89 |  0.226 | 1030046 |
| MS230429c | 11:22:34 | 72:38:31 |    14:54 |       21:01 |   03:13 |          59.76 |  0.143 |   31101 |
| MS230429c | 11:26:21 | 74:11:20 |    14:53 |       21:05 |   03:22 |          61.22 |  0.136 |   13226 |
| MS230429c | 11:28:17 | 72:56:52 |    14:59 |       21:07 |   03:20 |          60.25 |  0.125 |    2866 |
| MS230429c | 11:35:41 | 73:27:07 |    15:04 |       21:15 |   03:29 |          60.97 |  0.127 | 1031250 |
| MS230429c | 11:36:26 | 75:07:19 |    14:59 |       21:15 |   03:35 |          62.37 |  0.178 |   11485 |
| MS230429c | 11:49:32 | 75:59:45 |    15:09 |       21:28 |   03:52 |          63.55 |  0.169 | 1030297 |
| MS230429c | 12:05:07 | 76:07:58 |    15:24 |       21:44 |   04:08 |          64.26 |  0.179 | 1030047 |
| MS230429c | 12:09:21 | 75:33:50 |    15:30 |       21:48 |   04:10 |          64.02 |  0.112 | 1034141 |
| MS230429c | 12:32:10 | 76:49:19 |    15:47 |       22:11 |   04:37 |          65.87 |  0.106 |   31704 |
| MS230429c | 12:33:05 | 77:58:33 |    15:43 |       22:12 |   04:44 |          66.67 |  0.093 |   13261 |
| MS230429c | 12:33:50 | 77:42:39 |    15:45 |       22:13 |   04:43 |          66.52 |  0.165 | 1030362 |
| MS230429c | 12:42:36 | 78:07:19 |    15:51 |       22:22 |   04:54 |          67.14 |  0.092 | 1039134 |
| MS230429c | 12:45:38 | 77:35:27 |    15:57 |       22:25 |   04:54 |          66.93 |  0.182 | 1034682 |
| MS230429c | 12:50:49 | 77:18:53 |    16:03 |       22:30 |   04:58 |          66.99 |  0.167 | 1038187 |
| MS230429c | 12:53:25 | 80:03:07 |    15:50 |       22:32 |   05:16 |          68.73 |  0.089 | 1033705 |
| MS230429c | 12:53:57 | 77:24:50 |    16:06 |       22:33 |   05:02 |          67.19 |  0.074 |    7645 |
| MS230429c | 12:55:06 | 79:26:56 |    15:56 |       22:34 |   05:14 |          68.43 |  0.123 | 1031793 |
| MS230429c | 12:57:10 | 78:36:57 |    16:03 |       22:36 |   05:11 |          68.02 |  0.107 | 1029256 |
| MS230429c | 12:58:48 | 79:58:22 |    15:56 |       22:38 |   05:21 |          68.87 |  0.076 | 1039759 |
| MS230429c | 13:01:15 | 80:01:48 |    15:58 |       22:40 |   05:24 |          68.99 |  0.078 | 1032870 |
| MS230429c | 13:02:19 | 75:24:14 |    16:23 |       22:41 |   05:01 |          66.47 |  0.233 | 1026154 |
| MS230429c | 13:11:02 | 78:24:46 |    16:18 |       22:50 |   05:24 |          68.49 |  0.069 | 1031672 |
| MS230429c | 13:13:36 | 78:14:31 |    16:21 |       22:53 |   05:25 |          68.51 |  0.179 | 1036491 |
| MS230429c | 13:20:59 | 80:22:30 |    16:15 |       23:00 |   05:46 |          69.88 |  0.137 | 1028445 |
| MS230429c | 13:21:23 | 79:09:14 |    16:24 |       23:00 |   05:38 |           69.3 |  0.072 |    7678 |
| MS230429c | 13:26:08 | 79:15:10 |    16:28 |       23:05 |   05:43 |          69.54 |  0.072 |    2214 |
| MS230429c | 13:31:24 | 77:50:41 |    16:41 |       23:10 |   05:41 |          69.13 |  0.094 |    7688 |
| MS230429c | 13:38:39 | 79:27:32 |    16:39 |       23:18 |   05:57 |          70.15 |  0.083 | 1029544 |
| MS230429c | 13:53:23 | 78:49:15 |    16:57 |       23:32 |   06:08 |          70.54 |    0.1 |   12172 |
| MS230429c | 14:05:54 | 79:44:31 |    17:04 |       23:45 |   06:26 |          71.39 |   0.06 |   32188 |
| MS230429c | 14:09:45 | 78:36:03 |    17:15 |       23:49 |   06:23 |          71.22 |  0.055 |  110650 |
| MS230429c | 14:09:45 | 78:36:03 |    17:15 |       23:49 |   06:23 |          71.22 |  0.056 | 1036452 |
| MS230429c | 14:28:10 | 78:25:22 |    17:34 |       00:07 |   06:40 |          72.07 |  0.054 | 1039846 |
| MS230429c | 14:28:21 | 78:24:03 |    17:34 |       00:07 |   06:40 |          72.07 |  0.095 |   31943 |
| MS230429c | 14:28:22 | 78:53:09 |    17:31 |       00:07 |   06:43 |          72.17 |  0.082 | 1030072 |
| MS230429c | 14:29:42 | 78:51:50 |    17:33 |       00:09 |   06:44 |          72.23 |  0.128 | 1033280 |
| MS230429c | 14:34:35 | 77:58:01 |    17:43 |       00:13 |   06:44 |           72.3 |  0.128 | 1030799 |
| MS230429c | 14:48:07 | 79:45:21 |    17:45 |       00:27 |   07:08 |          73.23 |  0.064 |    7769 |
| MS230429c | 14:51:03 | 79:36:32 |    17:49 |       00:30 |   07:10 |          73.34 |  0.111 | 1033086 |
| MS230429c | 14:54:44 | 79:17:45 |    17:55 |       00:34 |   07:11 |          73.47 |  0.105 | 1035408 |
| MS230429c | 14:55:05 | 80:52:19 |    17:44 |       00:34 |   07:22 |          73.65 |  0.054 | 1039401 |
| MS230429c | 15:07:22 | 76:02:56 |    18:24 |       00:46 |   07:08 |          73.92 |  0.065 | 1028394 |
| MS230429c | 15:07:32 | 76:08:45 |    18:24 |       00:46 |   07:08 |          73.94 |   0.04 | 1028232 |
| MS230429c | 15:11:41 | 75:23:06 |    18:31 |       00:51 |   07:10 |          74.17 |  0.041 | 1026027 |
| MS230429c | 15:12:58 | 78:17:16 |    18:19 |       00:52 |   07:24 |          74.29 |  0.044 |   33618 |
| MS230429c | 15:27:15 | 77:09:25 |    18:39 |       01:06 |   07:32 |          75.07 |  0.065 | 1029580 |
| MS230429c | 15:30:56 | 82:27:21 |    18:03 |       01:10 |   08:13 |          75.01 |  0.078 | 1025149 |
| MS230429c | 15:31:08 | 80:14:34 |    18:24 |       01:10 |   07:53 |          75.11 |  0.031 |   32301 |
| MS230429c | 15:51:00 | 81:46:33 |    18:31 |       01:30 |   08:26 |          75.75 |  0.035 | 1030738 |
| MS230429c | 15:53:34 | 83:04:55 |    18:18 |       01:32 |   08:43 |          75.66 |  0.035 |   84022 |
| MS230429c | 15:53:52 | 81:48:21 |    18:33 |       01:33 |   08:29 |          75.85 |  0.026 |    1332 |
| MS230429c | 15:54:47 | 78:59:05 |    18:56 |       01:34 |   08:09 |           76.3 |  0.031 | 1027257 |
| MS230429c | 15:54:51 | 77:21:10 |    19:05 |       01:34 |   08:01 |          76.56 |  0.137 |   13421 |
| MS230429c | 16:00:06 | 79:51:50 |    18:56 |       01:39 |   08:20 |          76.39 |   0.04 | 1032448 |
| MS230429c | 16:02:17 | 76:33:21 |    19:16 |       01:41 |   08:05 |          77.11 |  0.035 |   31679 |
| MS230429c | 16:07:29 | 81:18:07 |    18:51 |       01:46 |   08:38 |          76.42 |  0.064 | 1028226 |
| MS230429c | 16:11:17 | 81:18:28 |    18:55 |       01:50 |   08:42 |          76.56 |  0.024 | 1041572 |
| MS230429c | 16:19:00 | 75:55:44 |    19:36 |       01:58 |   08:19 |          78.23 |  0.026 |   31598 |
| MS230429c | 16:19:19 | 81:02:45 |    19:05 |       01:58 |   08:47 |          76.92 |  0.034 | 1033971 |
| MS230429c | 16:20:33 | 73:51:57 |    19:45 |       01:59 |   08:13 |          78.89 |  0.031 | 1027057 |
| MS230429c | 16:26:14 | 81:25:44 |    19:09 |       02:05 |   08:58 |          77.08 |  0.039 | 1036424 |
| MS230429c | 16:26:52 | 74:53:16 |    19:48 |       02:06 |   08:22 |           79.0 |  0.029 |    4488 |
| MS230429c | 16:27:44 | 75:51:14 |    19:45 |       02:07 |   08:27 |          78.76 |  0.076 | 1037008 |
| MS230429c | 16:27:50 | 76:35:16 |    19:41 |       02:07 |   08:30 |          78.54 |  0.071 |   31681 |
| MS230429c | 16:28:19 | 80:21:18 |    19:20 |       02:07 |   08:51 |          77.46 |  0.057 | 1027377 |
| MS230429c | 16:28:29 | 82:53:38 |    18:54 |       02:07 |   09:15 |          76.74 |  0.019 |    1417 |
| MS230429c | 16:30:57 | 78:57:17 |    19:32 |       02:10 |   08:45 |          77.99 |  0.023 |   13341 |
| MS230429c | 16:32:24 | 76:44:23 |    19:45 |       02:11 |   08:35 |          78.75 |  0.079 | 1031392 |
| MS230429c | 16:32:31 | 82:32:16 |    19:03 |       02:11 |   09:15 |          76.97 |  0.043 | 1024751 |
| MS230429c | 16:33:35 | 77:05:27 |    19:45 |       02:12 |   08:38 |           78.7 |  0.052 |   13501 |
| MS230429c | 16:34:01 | 77:36:03 |    19:43 |       02:13 |   08:41 |          78.56 |  0.036 |   33625 |
| MS230429c | 16:36:11 | 78:47:59 |    19:38 |       02:15 |   08:49 |          78.27 |  0.039 |   13505 |
| MS230429c | 16:44:36 | 75:40:22 |    20:02 |       02:24 |   08:43 |           79.8 |   0.12 | 1028749 |
| MS230429c | 16:53:49 | 75:56:52 |    20:10 |       02:33 |   08:53 |          80.21 |  0.028 |   31602 |
| MS230429c | 17:05:25 | 75:24:25 |    20:24 |       02:44 |   09:03 |          81.09 |  0.058 |   88303 |
| MS230429c | 17:05:25 | 75:24:25 |    20:24 |       02:44 |   09:03 |          81.09 |  0.046 | 1028619 |
| MS230429c | 17:17:07 | 75:23:27 |    20:35 |       02:56 |   09:14 |          81.75 |  0.021 |   31520 |
| MS230429c | 17:33:18 | 76:37:22 |    20:46 |       03:12 |   09:35 |          81.95 |  0.013 |   11489 |
| MS230429c | 17:36:12 | 69:59:20 |    21:12 |       03:15 |   09:17 |           85.8 |  0.023 | 1029539 |
| MS230429c | 17:36:23 | 75:41:09 |    20:53 |       03:15 |   09:35 |          82.62 |  0.028 |   62564 |
| MS230429c | 17:38:52 | 74:50:16 |    20:59 |       03:18 |   09:34 |          83.23 |  0.165 | 1029449 |
| MS230429c | 17:43:51 | 76:21:53 |    20:58 |       03:23 |   09:45 |           82.6 |  0.017 |   13724 |
| MS230429c | 17:49:34 | 72:13:04 |    21:19 |       03:28 |   09:36 |          85.38 |  0.152 | 1030644 |
| MS230429c | 17:49:46 | 72:01:15 |    21:20 |       03:29 |   09:36 |          85.51 |  0.178 | 1025420 |
| MS230429c | 17:50:06 | 71:49:44 |    21:21 |       03:29 |   09:36 |          85.65 |  0.053 | 1034293 |
| MS230429c | 17:51:04 | 74:47:45 |    21:12 |       03:30 |   09:46 |           83.9 |  0.115 | 1033039 |
| MS230429c | 17:51:57 | 72:08:49 |    21:22 |       03:31 |   09:38 |          85.57 |  0.017 |    2406 |
| MS230429c | 18:08:55 | 69:04:04 |    21:47 |       03:48 |   09:47 |          88.62 |  0.026 | 1025964 |
| MS230429c | 18:11:36 | 74:12:07 |    21:34 |       03:51 |   10:05 |          85.33 |  0.039 | 1039019 |
| MS230429c | 18:12:09 | 70:51:43 |    21:46 |       03:51 |   09:55 |          87.62 |    0.1 | 1038235 |
| MS230429c | 18:12:55 | 68:21:46 |    21:53 |       03:52 |   09:49 |          89.36 |  0.092 |   88379 |
| MS230429c | 18:12:55 | 68:21:46 |    21:53 |       03:52 |   09:49 |          89.36 |  0.096 |     720 |
| MS230429c | 18:13:37 | 76:20:27 |    21:28 |       03:53 |   10:15 |          83.98 |  0.013 | 1036701 |
| MS230429c | 18:15:43 | 67:26:38 |    21:58 |       03:55 |   09:50 |          90.18 |  0.023 | 1037343 |
| MS230429c | 18:24:19 | 71:36:07 |    21:55 |       04:03 |   10:09 |          87.81 |  0.076 | 1026720 |
| MS230429c | 18:25:27 | 68:00:21 |    22:07 |       04:04 |   10:01 |          90.45 |  0.111 | 1026755 |
| MS230429c | 18:33:10 | 66:57:32 |    22:17 |       04:12 |   10:06 |          91.71 |  0.028 |    1260 |
| MS230429c | 18:33:30 | 67:08:13 |    22:17 |       04:12 |   10:07 |           91.6 |   0.06 |    1329 |
| MS230429c | 18:33:36 | 67:06:35 |    22:17 |       04:13 |   10:07 |          91.63 |  0.045 |   88405 |
| MS230429c | 18:33:36 | 67:06:39 |    22:17 |       04:13 |   10:07 |          91.63 |  0.032 | 1028906 |
| MS230429c | 18:48:49 | 73:21:50 |    22:14 |       04:28 |   10:39 |          87.71 |  0.024 | 1030090 |
| MS230429c | 19:03:11 | 73:47:42 |    22:27 |       04:42 |   10:55 |          87.98 |  0.018 | 1033401 |
| MS230429c | 19:05:37 | 63:56:02 |    22:56 |       04:45 |   10:32 |          96.18 |  0.047 | 1026551 |
| MS230429c | 19:10:54 | 73:24:35 |    22:36 |       04:50 |   11:01 |          88.61 |  0.018 | 1026738 |
| MS230429c | 19:21:30 | 61:08:42 |    23:18 |       05:00 |   10:42 |          99.51 |  0.017 | 1024792 |
| MS230429c | 19:29:56 | 72:06:46 |    22:59 |       05:09 |   11:16 |          90.45 |  0.018 |     438 |
==============================================================================================================
